,asin,title,description,also_buy,also_view,brand,Category1,Category2,Category3,Category4,avg_rating
120,B00KOIH0OC,Otterbox LG G3 Defender Series Case with Belt Clip Holster - Retail Packaging - Papaya,"['A powerhouse phone deservers the protection that the powerhouse Defender Series case delivers. If you are looking for G3 cases that withstand our rough lives, look no further. This LG G3 case is made to protect from all of those unexpected drops, bumps and scrapes we get into.The layers work together to absorb and deflect impact force away from your G3.']","B00KGSW734,B00L9OTQMY,B01MXGUJYN,B01EZ2UVGG,B00L9OUF7O,B0159QHFGG,B016KFY8QA,B01I2ISCOW,B00L9OVC94,B01JKYRS88,B00QSR2ABQ,B00X0X2ZCA,B00NEF9SYW,B07DHDPK2G,B00MWS5L34,B01GN0GNWY,B00Z7S353E,B01DXUH0CO,B00L9OVUHI,B01HVT31KI,B01DW3F0EW,B017T6AZH0,B06Y1QV8NM,B01E887MQO,B00L9OWTZA","B00JW7AYYE,B01E887MQO,B01LYL0U1W,B00JW7AWI2,B01LWMN1XD,B00KOIGZES,B00UWZM7GI,B01M1IE3IU,B071J76VMG,B07DWVSM4D,B00KOIGYHG,B01B5HZJU2,B01E887MPA,B00T1GSLHS,B00HRO2WKS,B00L9OTQMY,B00L9OUF7O,B077XB7J98,B00KH3HJY0,B07HQ5C1TR,B01LWMN4RH,B00KRHZKJ2,B06XXC8F5D,B07BGJY2CS,B01LW0QVPH,B01N2KBHT8,B00MI009M4,B00L9OVUHI,B019ILM6WQ,B01JNU753C,B06XFH38J1,B00MJ4QENW,B00K1KTTS8,B00L9OVC94,B07DWW7VMY,B00T76MUAG,B013JTK9MM,B00RQNKPVI,B00MG21V2Q,B00KRHZHRC,B015EOD9KO,B00KGSW734,B01F9XI950,B00X0X2ZCA,B00Z7SD124,B00L9OXGMU,B01MTR25K0,B07G4F7RMV,B00LOZQYK0,B01AHXOT0G",OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Holsters,,0.699075
121,B00KR8KNDO,NovaMass White for Samsung Galaxy S5 Touch Screen Glass Digitizer + LCD Display Assembly,[],B015P21AII,"B0122TP0O2,B07G714X1V,B07G5YC4Q8,B01G4VT1QM,B07G7231HM,B0188YRD1I,B07CPCSR2R,B07CZKC8LN,B0188YRE9O,B00K7FK8VO,B07GBY3FTM,B075VQFNFM,B00KCAIHBM,B0122TP0SI,B078S2NT7B,B0722GF7S2,B074T89T2H,B011HYQJNO,B00UABRUOI,B072DTC66F,B06XS98B9F,B078X9FBC6,B0787XGQY3,B07L74FYR3,B078PQNR9V,B075VQLB5P,B078X85HVR,B0787Y7KJ1,B07JZ8VZSY,B078S62YVG,B07KVXT2NY,B07FFVJS8S,B00YVVE6AE,B00KIVBM0S,B01N2R5QC3,B06VW5FVLB,B00YVVE7YO,B01CJU9MJI,B01EXJAW2E,B00K5M4LI0,B075P1S3B6,B07CNL83TN,B07HV1M1YM,B00UYHSUWO,B07GJLPK9H,B01CMFTS2Q,B07C11P888,B00IZ1XVAC,B07GFH46M7,B00IN9HI2I,B076HV5YW2,B00YG6H4XA,B07GFLLL8J,B078S1RXMZ,B00IPGVXFW,B0796B25PV",NovaMass,Cell Phones & Accessories,Accessories,Replacement Parts,,0.806475
122,B00KRHZ6GY,"LG G3 Case, Incipio [Protective] DualPro SHINE Case for LG G3-White/Pink","['Adding a sophisticated twist to a fan-favorite style, the DualPro SHINE Case offers double the protection without the unwanted bulk in a brushed aluminum finish. Two layers consisting of an impact resistant core and a durable outer shell keep your device safe from harm making protecting your device looking better than ever.']",,"B01DB76LTW,B071J76VMG,B01M1IE3IU,B01LYL0U1W,B00JW7AYYE,B07DWVSM4D,B01LWMN1XD,B01MRVL3XB,B01B5HZJU2,B01LWMN4RH,B01DB76ZXE,B01DB7715A,B00KH3SRGE,B07BGJY2CS,B00L87581U,B01DB76R1O,B01DB76S5O,B00K1KTTS8,B00ZC6JADK",Incipio,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.773225
123,B00KRHZHRC,"LG G3 Case, Incipio [Shock Absorbing] DualPro Case for LG G3-Black/Black","['Double your protection with two layers of defense using the DualPro Case for LG G3. The dLAST core absorbs shock while the outer Plextonium shell shields against surface damage. With both layers interlocking together, the DualPro Case offers an ultra-protective solution while remaining slim and lightweight.']","B01EZ2UVGG,B0159QHFGG,B01MXGUJYN,B00KGSW734,B01JKYRS88,B00L9OTQMY,B01I2ISCOW,B00IKEOFCC,B01MUCZILA,B01DJB7M2A,B01BM029AA,B00MAPEMXE,B0794YGLD9,B00KRHZKJ2",,Incipio,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.5288999999999999
124,B00KTGRU4Y,"LG G3 Screen Protector Cover, MPERO Collection 5 Pack of Clear Screen Protectors Covers for LG G3","[""EMPIRE's clear screen protectors for LG G3 phone offers superior protection from scratches, dust, and dirt that may be accumulated from everyday use. It applies quickly and easily using the included applicator and has a self adhesive backing that helps it stay put while not leaving any sticky residue behind should you decide to remove or replace it. The precision-cut of the screen protector LG G3 allows for a perfect fit with any case you may have protecting it. Also included with the screen protector is a cleaning cloth which is to be used to wipe away smudges or fingerprints accumulated from everyday use.""]","B00WIRSWMG,B01E887MPA",,EMPIRE,Cell Phones & Accessories,Accessories,Screen Protectors,,0.7854
125,B00KW09II8,Samsung Galaxy S4 LCD + Digitizer +Frame- i545 L720 R970,[],,,NovaMass,Cell Phones & Accessories,Accessories,Replacement Parts,,0.806475
126,B00L2PDY6O,"LG G3 Screen Protector, Skinomi Tech Glass Screen Protector for LG G3 Clear HD and 9H Hardness Ballistic Tempered Glass Shield",[],"B06X6GKSB8,B00XWQTXG6",,Skinomi,Cell Phones & Accessories,Accessories,Screen Protectors,,0.72645
127,B00L8750FY,Trident Aegis Series Case for LG G3 - Retail Packaging - Black,"['Designed with a modern protective exterior, the Aegis Series case from Trident Case is a perfect blend of style and durability for everyday use. Aegis Series cases feature an inner-layer of shock-absorbing silicone with an outer-layer of hardened polycarbonate, providing two layers of protection.;;The hardened polycarbonate exterior allows it to slide in and out of pockets with ease. This case Series protects device power-ports and audio-jacks with silicone plugs to keep out dirt and debris. These cases also include dust filters to protect speaker bays, and a self-applicable screen protector for reliable screen protection.;;Aegis Series cases meet Military Standard MIL-STD-810F for vibration and drop (independently tested). They are slim and lightweight, but packed with protection. Fits LG G3. Black.']",,"B00JW7AYYE,B01LYL0U1W,B013H44JVG,B00MJ4QENW,B00KH3HJY0,B01EZ2UVGG,B00K8855AE,B00KOIGZES,B06XXC8F5D,B01B5IURDU,B01B5HZJU2,B01M1IE3IU,B00KRHZKJ2,B00LNR3ZFQ",Trident Case,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.77825
128,B00L9ICFG4,"iPhone 6 Case, Caseology [Daybreak Series] Slim Fit Shock Absorbent Cover [Black] [Slip Resistant] for Apple iPhone 6 (2014) &amp; iPhone 6S (2015) - Black",['Suitable for the iPhone 6 case'],,"B0752X3PGW,B074CMWM9H,B074CM94D9,B074CMY8C1,B00L9ICGOU,B00L9ICE9M",Caseology,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.675775
129,B00LG0QQSI,Generic ePartSolution-Samsung Galaxy S5 G900A G900T G900V G900P Camera Lens Cover Repair Part,['Delivery Package:1 x Samsung Galaxy S5 G900A G900T G900V G900P Camera Lens Cover Replacement part<br><br>Compatible Samsung Galaxy S5 G900A G900T G900V G900P Camera Lens Cover'],"B00L4RYCMU,B00KFKS9H6,B06XHR891Y,B00YG6H4XA,B00G7UY3EG,B01LX3XHWQ,B00R3IHYI8,B00N1VPV9K",,Generic,Cell Phones & Accessories,Accessories,Replacement Parts,,0.806475
130,B00LG6RZRS,ZAGG InvisibleShield Glass Screen Protector for LG G3,"[""Invisible Shield Glass is the next evolution in premium screen protection. Made of high-quality tempered glass, it delivers maximum scratch protection while preserving crystal clear image resolution. It's so good and so strong that every Glass is guaranteed for the life of the device it protects. In addition to unmatched protection, Glass maintains precise touchscreen sensitivity. It's only 0.4mm thin and features a unique oil-resistant coating that repels natural skin oils so it's always a breeze to clean. And speaking of easy, installing GLASS is a simple as aligning it, pressing it, and watching it magically do the rest. All in all, Glass is the clear choice in screen protection.""]",,,ZAGG,Cell Phones & Accessories,Accessories,Screen Protectors,,0.7781750000000001
131,B00LGWTM5U,"[2-PACK] Galaxy S8 Plus Screen Protector Glass [Easy Installation Tray], iAnder 3D Curved [Tempered Glass] Screen Protector for Galaxy S8 Plus S8+ [Case Friendly]","[""<b>Galaxy S8 Plus Screen Protector Glass [Easy Installation Tray], iAnder 3D Curved [Tempered Glass] Screen Protector for Galaxy S8 Plus S8+ [Case Friendly]</b></br></br> <b>IMPORTANT NOTE: This model only for Galaxy S8 Plus S8+ , will not work for Galaxy S8</br></b></br><b>Real Tempered Glass</b> </br> Made of real tempered glass that protects the original screen from shattering, with an industry leading hardness of 9H, just below diamond with a hardness of 10H.</br></br> <b>Waterproof and oil-proof </b></br> 96% High-definition clear hydrophobic and oleophobic coating can prevent the water and from scattering. Water and oil can be wiped away very easily.</br></br> <b>Silicone Bubble-free Adhesive </b></br> Adheres to the phone's screen without any gaps or bubbles, leaving the touch sensitivity unaffected.</br></br> <b>Ultra-clear Screen</b></br> 96% High-definition clear hydrophobic and oleophobic screen case coating protects against sweat and oil residue from fingerprints.</br></br> <b>Easy installation </b></br> The glass screen protector can be easily installed without bubble and and removed without residue.</br></br> <b>Installation Instruction:</b></br>Step 1: Clean the screen with wet cleaning pad,dry it with wiping cloth.</br>Step 2: Use dust removal sticker to stick out the dust.</br>Step 3: Place the installation tray over your mobile phone.</br>Step 4: Place the screen protector in the tray and gudies to line up with the screen correctly.</br>Step 5: Take off the installation tray.</br>Step 6: Press down the side of the screen protector firmly to stick it to your phone.</br>""]","B0764H6VQS,B00JNPFVAC,B07M9L2F64,B07JN53PNV,B0713TFRWP,B06XNSZJ31,B06XD115HW,B06XP7S564,B072QZ2CV8,B06XP6CRP5,B076HV5YW2,B06Y6NJ3J1,B06Y16RL4W,B06XHLXNCL,B073GT454S,B074J4ZGM9,B072BX6R1L,B0788ZD69Z,B07GTBC3WW,B07J28CFHN,B07MMX19YV,B074QDSW2B,B07GCLSF82,B07CTWCXR4,B0742MQZCY,B07GC4KX2Q,B06WWG3JGV,B076FPGWNZ,B073HVXQY9,B07BH2BFLD,B07BC356C7,B07BLVTHJL,B01LXZDPDR,B06XP1VYZF,B06XP4FP8N,B06XP1VWND,B06XXP8QDZ,B06Y3ZWDWY,B07GZ4VLBX,B07KM4FWJ4,B06XCT3F8J,B06Y6NFQPN,B07GZ2Q5PP,B06XDXH3J6,B0776RDKHS,B06XGWRLTD,B06XCSN5RJ,B06XNVNX48,B06XP1VQTM,B00Z7TR4VC,B06XJBY2SW,B06XRQDYP2,B06XJHZJZD,B07GCR3Q6G,B076ZG61R6,B079YC1TRH,B074SJV133,B076P43DH9,B074G1W2RC,B07KF84XPN,B07GGNZ97D,B0789T9WQN,B07J4PJB4X,B06XD3W3WK,B06Y1HY64V,B06XNNJ4KM,B07FXLSTJQ",,iAnder,Cell Phones & Accessories,Accessories,Screen Protectors,,0.70545
132,B00LHFNTRS,LCD Touch Screen Digitizer Glass Assembly for Iphone 5s White,"['<br>color:white <br>Ps: This item is without home button , camera and ear piece . <br> <br> <br>Package contents: 1 x White LCD Touch Screen Digitizer Assembly for iPhone 5S <br>1*repair kit']",,"B00JKAKZJW,B07GL2F61B",WEELPOWER,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8116749999999999
133,B00LIJGXU8,"Kyocera Hydro Icon Case, CASEFORMERS Duo Armor HOT PINK for Kyocera Hydro Icon Combo Case with Stand and Holster","['The CASEFORMERS Duo Armor Case and Holster offers your Kyocera Hydro Icon the best in protection while throwing extra features like a adjustable belt clip and an independent kickstand. Our CASEFORMERS Duo Armor Case protects your Kyocera Hydro Icon with shock absorbing layer to deal with those nasty drops, while a hard exoskeleton layer adds a stiffness that protects all the internal parts. This case feels great in your hands as your fingers wrap around all the grooves and the soft silicon for a tight grip. The precise cutouts provide full access to all your Kyocera Hydro Icon buttons, jacks, and features. This Duo Armor Case also features two viewing stands for hands free viewing.']",,,CASEFORMERS,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.806475
134,B00LIV6AB8,MMOBIEL Homebutton replacement for iPhone 5S (Black) Home Button with Flex Incl. 2 x Screwdrivers,"['MMOBIEL Homebutton for iPhone 5S (Black) Home Button with Flex Cable incl. Metal Bracket and Rubber Gasket Incl. 2 x Screwdrivers for easy installationiPhone 5s Homebutton Home Button with Flex Cable incl. Metal Bracket and Rubber Gasket White Replacement quick and easy! No soldering required, 100% accurat Replacement Part, Ready to use. important to note that although you can replace the home button assembly, you will permanently lose any Fingerprint Touch ID related functions if you do so. You will however regain the basic home button functions (i.e. clicking the home button). Compatible only with the iPhone 5s not 5 Quality product by MMOBIEL ! All parts tested! Item in Stock! Shipped by Amazon USA! MMOBIEL is specialized on wholesale and retail sale of Top Quality Mobile Phones Spare Parts and Toolkits for their repair. MMOBIEL has over 10 years of professional production experience and strong technical force, is outstanding in the area of spare parts and repair tools. We do our very best to provide highest standard, professional services and products. More than 2 million Happy Customers and still counting! We offer Fast Fulfillment and shipping By Amazon from multiple distribution centers. MMOBIEL is the leader in the wholesale and retail cell phone and mobile device replacement parts industry. The MMOBIEL brand is a Registrated Trademark of Menko Holding B.V. and is officially registered at the USPTO United States Patent and Trademark Office with US Serial Number 87146621. We have our head office in the Netherlands and have branches in Shenzhen, China and New Dehli, India. The Product descriptions, artwork and Pictures are the copyrighted and trademark property of Menko Holding B.V. No part of the product descriptions, artwork and pictures may be reproduced.']","B076M3PPMD,B071VXXZX6,B00JK9HXLQ,B00Y0D99BY,B00MURVLQ8,B00WPY4QEA,B072Q1LQLV,B00GXWEBNQ,B00IRQTQWW,B00XJ56AC0,B01LZGY1CC,B078N45T5J,B01JLR6ZWO,B00MURVFVY,B00XJ5984M,B01GP91SQ4,B01DK1Q6EE,B07542MRL2,B01N7O4HZF,B01CMFTS2Q","B071VXXZX6,B00W3DAUP2,B00Y0D99BY,B00IRQTQWW,B07GJ4NHL7,B01MTC79AT,B00IRQPG44,B072C1T7HN,B07238F7X7,B00W3DAZAC,B07G5D5XVD,B01MT8DOW8,B07K2TQYBH,B01MR59SAT,B00OFFCMSE,B00Y0D99HS,B01DK1Q6EE,B076M3PPMD,B07H4Y9JYN,B01N4NBOZ8,B01GP91SQ4,B00VSHWP98,B07DY775GN,B07C9R4TPL,B00Y0D99XM,B07K2QKGJZ,B0747RG1FL,B07GC2NMZ5,B075BHXJ2W,B0747LJVFN,B01DDIP7XU,B07DWP7GWT,B07D7PCP9B,B07G3Z5NM9,B07FD88CMJ,B00JK9HXLQ,B00NCXXOIW,B07BJJ8CF4,B073X3K1X3,B075BJ3G54,B00W3DAU16,B018SLJOTA,B06WGTW5C3,B07G2CB3JS,B07DJ94W34,B07DPD1QXD,B00M4G6TEO,B00XJ56AC0,B07DJC2GGQ,B07GXJ21ZV,B07596C6SS,B00WDSTOCC",MMOBIEL,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8208
135,B00LL6ZPXY,Spigen Neo Hybrid iPhone 6 Case with Flexible Inner Protection and Reinforced Hard Bumper Frame for iPhone 6S / iPhone 6 - Gunmetal,['The Neo Hybrid for the iPhone 6 is a dual-bumper case composed of a hard polycarbonate frame and a soft TPU case that features an outer pattern for extra style and grip. The rounded frame is streamlined to the iPhones shape with a reinforced base for durability and metalized buttons that are easy to press.'],"B07482R6VS,B010MVJ124,B01BCZRT1O,B01GIVXKUG,B01IIQ269U,B01KBQ6I3A,B013J3C73W,B010MVIZTE,B010MVJ2YG",,Spigen,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.35
136,B00LMQ66KE,Trident Cyclops Case for LG G3 - Retail Packaging - Blue,"['Cyclops Series cases from Trident Cases provide superior protection against drops and other impacts in a slim design. Cyclops cases feature shock-absorbing Thermo Plastic Elastomer (TPE) and polycarbonate, providing two layers of protection and outstanding protection against impacts.;;The hardened polycarbonate exterior allows it to slide in and out of pockets with ease. This case Series protects device power-ports and audio-jacks with TPE plugs to keep out dirt and debris. These cases also include dust filters to protect speaker bays, and a built-in screen protector to provide the ultimate screen protection.;;The included lanyard loop allows you to accessorize your phone with key chains, charms or other accessories. Cyclops cases meet Military Standard MIL-STD-810F for vibration, rain, dust, sand and drop (independently tested). For LG G3 smartphones. Blue.']",,,Trident Case,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.7968999999999999
137,B00LOZ5YL0,"iPhone 6 Case, Verus [Iron Shield][Red] - [Aluminum Frame][Heavy Duty][Drop Protection][Slim Fit] - For Apple iPhone 6 4.7&quot; Devices Only","[""About Verus: Verus combines quality construction with pragmatic features and elegant design | great for any occasion: the iron Shield Series case is comfortable in any environment, whether it's a Black tie event or a trip to the store | feel confident in your fashion sense wherever you go-at least when it comes to your case | having your Cake (and eating it, too): No longer care about form over function | the iron Shield provides the perfect mix of both, supplying both safety and looks in a singular, thin and light Package | installation: separate the soft, TPU layer from the aluminum bumper before installing | insert your iPhone 6 device into the TPU layer before fitting both into the Metal frame | it's a quick and easy process that's painless and straightforward""]",,,Verus,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Holsters,,0.6397999999999999
138,B00LOZ5VJK,"iPhone 6 Plus Case, Verus [Iron Shield][Monaco Blue] - [Aluminum Frame][Heavy Duty][Drop Protection][Slim Fit] - For Apple iPhone 6 Plus 5.5&quot; Devices Only","[""About Verus: Verus combines quality construction with pragmatic features and elegant design | great for any occasion: the iron Shield Series case is comfortable in any environment, whether it's a Black tie event or a trip to the store | feel confident in your fashion sense wherever you go-at least when it comes to your case | having your Cake (and eating it, too): No longer care about form over function | the iron Shield provides the perfect mix of both, supplying both safety and looks in a singular, thin and light Package | installation: separate the soft, TPU layer from the aluminum bumper before installing | insert your iPhone 6 device into the TPU layer before fitting both into the Metal frame | it's a quick and easy process that's painless and straightforward""]",,,Verus,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Holsters,,0.6397999999999999
139,B00LOZ5XO8,"iPhone 6S Case, Verus [Iron Shield][Titanium Silver] - [Aluminum Metal Frame][Drop Protection] For Apple iPhone 6 6S 4.7","[""About Verus: Verus combines quality construction with pragmatic features and elegant design | great for any occasion: the iron Shield Series case is comfortable in any environment, whether it's a Black tie event or a trip to the store | feel confident in your fashion sense wherever you go-at least when it comes to your case | having your Cake (and eating it, too): No longer care about form over function | the iron Shield provides the perfect mix of both, supplying both safety and looks in a singular, thin and light Package | installation: separate the soft, TPU layer from the aluminum bumper before installing | insert your iPhone 6 device into the TPU layer before fitting both into the Metal frame | it's a quick and easy process that's painless and straightforward""]",,,Verus,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.6397999999999999
